PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,4.25633000000000E+04,0.00000000000000E+00,2.91908300000000E+04,3.13267700000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.16746000000000E+03,x,6.05843000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,..,7.35357000000000E+03,7.35357000000000E+03,2.06688290000000E+05,1.21746700000000E+04,8.10799000000000E+03,1.86312600000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.70702540000000E+05,7.39753100000000E+04,7.36880000000000E+02,2.95001100000000E+04,7.12832800000000E+04,0.00000000000000E+00,1.78131260000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.39594552000000E+06,6.06582620000000E+05
Imports,x,x,1.46361700000000E+04,6.67830200000000E+04,4.56334780000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.50156000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.27681134000000E+06,x,2.50900065000000E+06,0.00000000000000E+00,1.50237500000000E+05,1.50600000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.63299900000000E+04,3.56401000000000E+03,1.32010000000000E+02,0.00000000000000E+00,9.89000000000000E+04,0.00000000000000E+00,2.85249610000000E+05,1.29319990000000E+05,5.37680200000000E+04,1.39521000000000E+03,3.35999000000000E+03,4.68000000000000E+02,6.80020000000000E+02,5.97120200000000E+04,2.43199900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.31812000000000E+03,7.78305200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.80382500000000E+04,0.00000000000000E+00,5.26484138000000E+06,8.11486400000000E+04
Exports,x,x,-6.09732000000000E+03,-4.41670000000000E+02,-3.88978000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.23524800000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.01777170000000E+05,x,0.00000000000000E+00,0.00000000000000E+00,-1.02594980000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.37999900000000E+04,-1.48631990000000E+05,-4.40000000000000E+01,0.00000000000000E+00,-7.56802000000000E+03,0.00000000000000E+00,-2.63779200000000E+05,-5.75200200000000E+04,-5.13480000000000E+04,-9.33041000000000E+03,-1.72199000000000E+03,-1.52880200000000E+04,-7.20000000000000E+02,-5.37279900000000E+04,-8.51600100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.23782000000000E+03,-1.66028400000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.83619000000000E+04,0.00000000000000E+00,-1.05900362000000E+06,-1.98406600000000E+04
International marine bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.96716100000000E+04,-2.98040000000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.80020000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.48191620000000E+05,0.00000000000000E+00
International aviation bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.50715000000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.50715000000000E+05,0.00000000000000E+00
Stock changes,x,x,3.50338900000000E+04,2.65958000000000E+03,5.81299000000000E+03,-1.10159000000000E+03,0.00000000000000E+00,0.00000000000000E+00,5.57334000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.70103000000000E+03,x,1.26288500000000E+04,0.00000000000000E+00,2.40550100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.03602000000000E+03,3.96000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-6.45020000000000E+02,-8.60000000000000E+01,1.92126000000000E+04,7.43999000000000E+03,-7.04010000000000E+02,4.79600000000000E+02,1.05001000000000E+03,2.53498000000000E+03,-8.00100000000000E+01,3.39202000000000E+03,7.36002000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.60560000000000E+02,9.01500000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.29303330000000E+05,1.06207000000000E+03
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,8.61360500000000E+04,6.90009300000000E+04,4.52841031538461E+05,3.02251400000000E+04,0.00000000000000E+00,0.00000000000000E+00,-2.27754000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-8.01650000000001E+02,3.99999999990541E-02,0.00000000000000E+00,0.00000000000000E+00,1.15034926758535E+06,0.00000000000000E+00,2.52768789000000E+06,0.00000000000000E+00,7.16974900000000E+04,1.50600000000000E+02,0.00000000000000E+00,-1.00000000093132E-02,0.00000000000000E+00,-5.05959999999992E+02,-1.41108070000000E+05,8.80100000000000E+01,0.00000000000000E+00,-6.00280000000000E+04,-8.59899999999906E+01,-8.56507774436101E+03,-2.25627330645883E+05,1.71609000000000E+03,-7.45560000000000E+03,2.68801000000000E+03,-1.22850000000000E+04,-1.20000000000000E+02,9.37592000000001E+03,-5.39599800000000E+04,0.00000000000000E+00,7.35357000000000E+03,7.35357000000000E+03,2.01063703846154E+05,1.15771350000000E+04,8.34881000000000E+03,8.07604500000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.70702540000000E+05,7.39753100000000E+04,7.36870000000000E+02,2.95001100000000E+04,7.12832900000000E+04,0.00000000000000E+00,1.78131260000000E+05,0.00000000000000E+00,-4.03026400000000E+04,-1.06487224947500E+05,5.08313301463222E+06,6.68952630000000E+05
Transfers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,3.75275000000000E+04,0.00000000000000E+00,0.00000000000000E+00,7.19730200000000E+04,0.00000000000000E+00,-5.10601000000000E+03,2.56080200000000E+04,8.80100000000000E+01,0.00000000000000E+00,1.29429980000000E+05,-3.59867020000000E+05,-2.12148100000000E+04,7.41200100000000E+04,5.11719900000000E+04,2.22361000000000E+03,5.29199000000000E+03,9.82801000000000E+03,-2.00000000000000E+02,4.80020000000000E+02,-1.63200200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.03429000000000E+03,0.00000000000000E+00
Statistical differences,x,x,4.90944000000000E+03,6.48410000000000E+02,-2.07716000000000E+03,-2.30433000000000E+03,0.00000000000000E+00,0.00000000000000E+00,3.59052000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.28660000000000E+02,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.01199000000000E+03,-4.40000000000000E+01,4.40000000000000E+01,0.00000000000000E+00,-1.71990000000000E+02,0.00000000000000E+00,2.81160000000000E+03,6.80020000000000E+02,3.51980000000000E+02,3.48800000000000E+02,2.10010000000000E+02,1.83298000000000E+03,1.19990000000000E+02,2.88010000000000E+02,2.50800200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.75600000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.98134000000000E+03,0.00000000000000E+00,4.01454200000000E+04,-3.75600000000000E+01
