- area = uk
- group = country
- id = 3
- parent_id = 3
- enabled.etengine = true
- enabled.etmodel = true
- analysis_year = 2012
- has_agriculture = true
- has_buildings = true
- has_climate = false
- has_coastline = true
- has_cold_network = false
- has_electricity_storage = true
- has_employment = false
- has_detailed_chemical_industry = false
- has_fce = false
- has_industry = true
- has_lignite = false
- has_merit_order = true
- has_metal = true
- has_mountains = true
- has_old_technologies = true
- has_other = true
- has_solar_csp = false
- has_import_export = true
- use_network_calculations = false
- has_aggregated_chemical_industry = true
- areable_land = 60192
- coast_line = 12429
- ccs_cost_in_industry = 66
- flh_solar_pv_solar_radiation_max = 1572.15528947
- land_available_for_solar = 60192
- number_of_inhabitants = 63495303
- offshore_suitable_for_wind = 530020
- onshore_suitable_for_wind = 160578
- other_emission_agriculture = 44.61535
- other_emission_built_environment = 0
- other_emission_industry_energy = 51.68629
- other_emission_transport = 0
- solar_pv_profile_1_share = 1
- solar_pv_profile_2_share = 0
- hydrogen_electrolysis_solar_pv_capacity_ratio = 0.44
- buildings_insulation_constant_1 = 0.73
- buildings_insulation_constant_2 = 0.13
- buildings_insulation_cost_constant = 39402.4
- insulation_level_buildings_max = 3
- insulation_level_buildings_min = 0.6
- insulation_level_new_houses_max = 3
- insulation_level_new_houses_min = 1.8
- insulation_level_old_houses_max = 3
- insulation_level_old_houses_min = 0.5
- new_houses_insulation_constant_1 = 1.85
- new_houses_insulation_constant_2 = 0.05
- new_houses_insulation_cost_constant = 7071
- number_of_buildings = 979631.36393516
- number_of_residences = 27135200
- number_of_new_residences = 6051149.6
- number_of_old_residences = 21084050.4
- old_houses_insulation_constant_1 = 0.66
- old_houses_insulation_constant_2 = 0.16
- old_houses_insulation_cost_constant = 5962.7
- residences_roof_surface_available_for_pv = 677
- buildings_roof_surface_available_for_pv = 339
- technical_lifetime_insulation = 30
- co2_emission_1990 = 566.32025104
- co2_emission_1990_aviation_bunkers = 15.37818186
- co2_emission_1990_marine_bunkers = 8.69679035
- co2_percentage_free = 0.85
- co2_price = 0.005
- economic_multiplier = 0
- employment_fraction_production = 0
- employment_local_fraction = 0
- man_hours_per_man_year = 1800
- buildings_insulation_employment_constant = 0
- new_houses_insulation_employment_constant = 0
- old_houses_insulation_employment_constant = 0
- lv_net_capacity_per_step = 
- lv_net_costs_per_capacity_step = 
- lv_net_spare_capacity = 
- lv_net_total_costs_present = 
- lv_mv_trafo_capacity_per_step = 
- lv_mv_trafo_costs_per_capacity_step = 
- lv_mv_trafo_spare_capacity = 
- lv_mv_trafo_total_costs_present = 
- mv_net_capacity_per_step = 
- mv_net_costs_per_capacity_step = 
- mv_net_spare_capacity = 
- mv_net_total_costs_present = 
- mv_hv_trafo_capacity_per_step = 
- mv_hv_trafo_costs_per_capacity_step = 
- mv_hv_trafo_spare_capacity = 
- mv_hv_trafo_total_costs_present = 
- hv_net_capacity_per_step = 
- hv_net_costs_per_capacity_step = 
- hv_net_spare_capacity = 
- hv_net_total_costs_present = 
- interconnection_net_costs_present = 
- interconnector_capacity = 5850
- offshore_net_costs_present = 
- annual_infrastructure_cost_gas = 0
- number_of_cars = 28467000
- electric_vehicle_profile_1_share = 1
- electric_vehicle_profile_2_share = 0
- electric_vehicle_profile_3_share = 0
