Key,Value,Source
country,de,
base_year,2015,
demand_wet_biomass,0,No data available: assumed zero
demand_dry_biomass,92315.45,Estimate based on Eurostat data; see wood_source_analysis.xlsx
demand_oily_biomass,0,No data available: assumed zero
max_biogenic_waste,178379.329489559,Estimate based on Eurostat data; see waste_source_analysis.xlsx
max_non_biogenic_waste,253309.78121644,Estimate based on Eurostat data; see waste_source_analysis.xlsx
max_wet_biomass,0,No data available: assumed zero
max_dry_biomass,0,No data available: assumed zero
max_oily_biomass,0,No data available: assumed zero
regasified_lng,0,GIIGNL (see source_analyses/EU/2013)
share_wet_biomass_gasification,0,No data available: assumed zero
share_dry_biomass_gasification,0,No data available: assumed zero
