Key,Value,Source
country,nl,
base_year,2011,
transport_percentage_of_gasoline_mix_delivered_to_cars,1,
transport_percentage_of_diesel_mix_delivered_to_cars,0.56,
transport_percentage_of_electricity_mix_delivered_to_cars,1,
transport_road_lng,0,
transport_percentage_of_compressed_network_gas_mix_delivered_to_cars,1,
transport_road_bio_lng,0,
transport_shipping_lng_ship_type,0,
transport_shipping_bio_lng_ship_type,0,
